model,min_df,ngram_range,binary,cleaning_type,accuracy,classification_report,confusion_matrix,vocabulary_size
Naive Bayes,10,Unigrama + Bigrama,False,Parcial,0.82,"{'Non SCR': {'precision': 0.8805704099821747, 'recall': 0.8933092224231465, 'f1-score': 0.8868940754039497, 'support': 553.0}, 'SCR': {'precision': 0.5755395683453237, 'recall': 0.54421768707483, 'f1-score': 0.5594405594405595, 'support': 147.0}, 'accuracy': 0.82, 'macro avg': {'precision': 0.7280549891637492, 'recall': 0.7187634547489883, 'f1-score': 0.7231673174222546, 'support': 700.0}, 'weighted avg': {'precision': 0.816513933238436, 'recall': 0.82, 'f1-score': 0.8181288370516379, 'support': 700.0}}","{0: {'No-SCR': 494, 'SCR': 67}, 1: {'No-SCR': 59, 'SCR': 80}}",607
SVM,10,Unigrama + Bigrama,False,Parcial,0.8285714285714286,"{'Non SCR': {'precision': 0.8486312399355878, 'recall': 0.9529837251356239, 'f1-score': 0.8977853492333902, 'support': 553.0}, 'SCR': {'precision': 0.6708860759493671, 'recall': 0.36054421768707484, 'f1-score': 0.4690265486725664, 'support': 147.0}, 'accuracy': 0.8285714285714286, 'macro avg': {'precision': 0.7597586579424774, 'recall': 0.6567639714113493, 'f1-score': 0.6834059489529782, 'support': 700.0}, 'weighted avg': {'precision': 0.8113047554984815, 'recall': 0.8285714285714286, 'f1-score': 0.8077460011156172, 'support': 700.0}}","{0: {'No-SCR': 527, 'SCR': 94}, 1: {'No-SCR': 26, 'SCR': 53}}",607
Logistic Regression (L1),10,Unigrama + Bigrama,False,Parcial,0.8442857142857143,"{'Non SCR': {'precision': 0.8639344262295082, 'recall': 0.9529837251356239, 'f1-score': 0.9062768701633706, 'support': 553.0}, 'SCR': {'precision': 0.7111111111111111, 'recall': 0.43537414965986393, 'f1-score': 0.540084388185654, 'support': 147.0}, 'accuracy': 0.8442857142857143, 'macro avg': {'precision': 0.7875227686703097, 'recall': 0.694178937397744, 'f1-score': 0.7231806291745122, 'support': 700.0}, 'weighted avg': {'precision': 0.8318415300546448, 'recall': 0.8442857142857143, 'f1-score': 0.8293764489480501, 'support': 700.0}}","{0: {'No-SCR': 527, 'SCR': 83}, 1: {'No-SCR': 26, 'SCR': 64}}",607
Logistic Regression (L2),10,Unigrama + Bigrama,False,Parcial,0.84,"{'Non SCR': {'precision': 0.8620689655172413, 'recall': 0.9493670886075949, 'f1-score': 0.9036144578313253, 'support': 553.0}, 'SCR': {'precision': 0.6923076923076923, 'recall': 0.42857142857142855, 'f1-score': 0.5294117647058824, 'support': 147.0}, 'accuracy': 0.84, 'macro avg': {'precision': 0.7771883289124668, 'recall': 0.6889692585895117, 'f1-score': 0.7165131112686038, 'support': 700.0}, 'weighted avg': {'precision': 0.8264190981432361, 'recall': 0.84, 'f1-score': 0.8250318922749823, 'support': 700.0}}","{0: {'No-SCR': 525, 'SCR': 84}, 1: {'No-SCR': 28, 'SCR': 63}}",607
Naive Bayes,10,Unigrama + Bigrama,False,Total,0.8342857142857143,"{'Non SCR': {'precision': 0.8735042735042735, 'recall': 0.9240506329113924, 'f1-score': 0.8980667838312829, 'support': 553.0}, 'SCR': {'precision': 0.6347826086956522, 'recall': 0.4965986394557823, 'f1-score': 0.5572519083969466, 'support': 147.0}, 'accuracy': 0.8342857142857143, 'macro avg': {'precision': 0.7541434410999628, 'recall': 0.7103246361835873, 'f1-score': 0.7276593461141148, 'support': 700.0}, 'weighted avg': {'precision': 0.823372723894463, 'recall': 0.8342857142857143, 'f1-score': 0.8264956599900722, 'support': 700.0}}","{0: {'No-SCR': 511, 'SCR': 74}, 1: {'No-SCR': 42, 'SCR': 73}}",348
SVM,10,Unigrama + Bigrama,False,Total,0.8242857142857143,"{'Non SCR': {'precision': 0.8513071895424836, 'recall': 0.9421338155515371, 'f1-score': 0.894420600858369, 'support': 553.0}, 'SCR': {'precision': 0.6363636363636364, 'recall': 0.38095238095238093, 'f1-score': 0.4765957446808511, 'support': 147.0}, 'accuracy': 0.8242857142857143, 'macro avg': {'precision': 0.74383541295306, 'recall': 0.661543098251959, 'f1-score': 0.6855081727696101, 'support': 700.0}, 'weighted avg': {'precision': 0.8061690433749258, 'recall': 0.8242857142857143, 'f1-score': 0.8066773810610903, 'support': 700.0}}","{0: {'No-SCR': 521, 'SCR': 91}, 1: {'No-SCR': 32, 'SCR': 56}}",348
Logistic Regression (L1),10,Unigrama + Bigrama,False,Total,0.8314285714285714,"{'Non SCR': {'precision': 0.851373182552504, 'recall': 0.9529837251356239, 'f1-score': 0.8993174061433447, 'support': 553.0}, 'SCR': {'precision': 0.6790123456790124, 'recall': 0.3741496598639456, 'f1-score': 0.4824561403508772, 'support': 147.0}, 'accuracy': 0.8314285714285714, 'macro avg': {'precision': 0.7651927641157582, 'recall': 0.6635666924997847, 'f1-score': 0.6908867732471109, 'support': 700.0}, 'weighted avg': {'precision': 0.8151774068090708, 'recall': 0.8314285714285714, 'f1-score': 0.8117765403269264, 'support': 700.0}}","{0: {'No-SCR': 527, 'SCR': 92}, 1: {'No-SCR': 26, 'SCR': 55}}",348
Logistic Regression (L2),10,Unigrama + Bigrama,False,Total,0.83,"{'Non SCR': {'precision': 0.8545751633986928, 'recall': 0.945750452079566, 'f1-score': 0.8978540772532189, 'support': 553.0}, 'SCR': {'precision': 0.6590909090909091, 'recall': 0.3945578231292517, 'f1-score': 0.49361702127659574, 'support': 147.0}, 'accuracy': 0.83, 'macro avg': {'precision': 0.7568330362448009, 'recall': 0.6701541376044089, 'f1-score': 0.6957355492649073, 'support': 700.0}, 'weighted avg': {'precision': 0.8135234699940581, 'recall': 0.83, 'f1-score': 0.812964295498128, 'support': 700.0}}","{0: {'No-SCR': 523, 'SCR': 89}, 1: {'No-SCR': 30, 'SCR': 58}}",348
Naive Bayes,10,Bigrama,True,Nenhuma,0.7957142857142857,"{'Non SCR': {'precision': 0.8068862275449101, 'recall': 0.9746835443037974, 'f1-score': 0.8828828828828829, 'support': 553.0}, 'SCR': {'precision': 0.5625, 'recall': 0.12244897959183673, 'f1-score': 0.2011173184357542, 'support': 147.0}, 'accuracy': 0.7957142857142857, 'macro avg': {'precision': 0.684693113772455, 'recall': 0.5485662619478171, 'f1-score': 0.5420001006593185, 'support': 700.0}, 'weighted avg': {'precision': 0.755565119760479, 'recall': 0.7957142857142857, 'f1-score': 0.7397121143489858, 'support': 700.0}}","{0: {'No-SCR': 539, 'SCR': 129}, 1: {'No-SCR': 14, 'SCR': 18}}",180
SVM,10,Bigrama,True,Nenhuma,0.7842857142857143,"{'Non SCR': {'precision': 0.8054711246200608, 'recall': 0.9584086799276673, 'f1-score': 0.8753096614368291, 'support': 553.0}, 'SCR': {'precision': 0.4523809523809524, 'recall': 0.1292517006802721, 'f1-score': 0.20105820105820105, 'support': 147.0}, 'accuracy': 0.7842857142857143, 'macro avg': {'precision': 0.6289260385005065, 'recall': 0.5438301903039697, 'f1-score': 0.5381839312475151, 'support': 700.0}, 'weighted avg': {'precision': 0.731322188449848, 'recall': 0.7842857142857143, 'f1-score': 0.7337168547573172, 'support': 700.0}}","{0: {'No-SCR': 530, 'SCR': 128}, 1: {'No-SCR': 23, 'SCR': 19}}",180
Logistic Regression (L1),10,Bigrama,True,Nenhuma,0.7971428571428572,"{'Non SCR': {'precision': 0.8053491827637445, 'recall': 0.9801084990958409, 'f1-score': 0.8841761827079935, 'support': 553.0}, 'SCR': {'precision': 0.5925925925925926, 'recall': 0.10884353741496598, 'f1-score': 0.1839080459770115, 'support': 147.0}, 'accuracy': 0.7971428571428572, 'macro avg': {'precision': 0.6989708876781685, 'recall': 0.5444760182554034, 'f1-score': 0.5340421143425025, 'support': 700.0}, 'weighted avg': {'precision': 0.7606702988278026, 'recall': 0.7971428571428572, 'f1-score': 0.7371198739944873, 'support': 700.0}}","{0: {'No-SCR': 542, 'SCR': 131}, 1: {'No-SCR': 11, 'SCR': 16}}",180
Logistic Regression (L2),10,Bigrama,True,Nenhuma,0.7957142857142857,"{'Non SCR': {'precision': 0.8059701492537313, 'recall': 0.976491862567812, 'f1-score': 0.8830744071954211, 'support': 553.0}, 'SCR': {'precision': 0.5666666666666667, 'recall': 0.11564625850340136, 'f1-score': 0.192090395480226, 'support': 147.0}, 'accuracy': 0.7957142857142857, 'macro avg': {'precision': 0.6863184079601989, 'recall': 0.5460690605356067, 'f1-score': 0.5375824013378235, 'support': 700.0}, 'weighted avg': {'precision': 0.7557164179104477, 'recall': 0.7957142857142857, 'f1-score': 0.7379677647352302, 'support': 700.0}}","{0: {'No-SCR': 540, 'SCR': 130}, 1: {'No-SCR': 13, 'SCR': 17}}",180
Naive Bayes,10,Bigrama,True,Parcial,0.7957142857142857,"{'Non SCR': {'precision': 0.8068862275449101, 'recall': 0.9746835443037974, 'f1-score': 0.8828828828828829, 'support': 553.0}, 'SCR': {'precision': 0.5625, 'recall': 0.12244897959183673, 'f1-score': 0.2011173184357542, 'support': 147.0}, 'accuracy': 0.7957142857142857, 'macro avg': {'precision': 0.684693113772455, 'recall': 0.5485662619478171, 'f1-score': 0.5420001006593185, 'support': 700.0}, 'weighted avg': {'precision': 0.755565119760479, 'recall': 0.7957142857142857, 'f1-score': 0.7397121143489858, 'support': 700.0}}","{0: {'No-SCR': 539, 'SCR': 129}, 1: {'No-SCR': 14, 'SCR': 18}}",180
SVM,10,Bigrama,True,Parcial,0.7842857142857143,"{'Non SCR': {'precision': 0.8054711246200608, 'recall': 0.9584086799276673, 'f1-score': 0.8753096614368291, 'support': 553.0}, 'SCR': {'precision': 0.4523809523809524, 'recall': 0.1292517006802721, 'f1-score': 0.20105820105820105, 'support': 147.0}, 'accuracy': 0.7842857142857143, 'macro avg': {'precision': 0.6289260385005065, 'recall': 0.5438301903039697, 'f1-score': 0.5381839312475151, 'support': 700.0}, 'weighted avg': {'precision': 0.731322188449848, 'recall': 0.7842857142857143, 'f1-score': 0.7337168547573172, 'support': 700.0}}","{0: {'No-SCR': 530, 'SCR': 128}, 1: {'No-SCR': 23, 'SCR': 19}}",180
Logistic Regression (L1),10,Bigrama,True,Parcial,0.7971428571428572,"{'Non SCR': {'precision': 0.8053491827637445, 'recall': 0.9801084990958409, 'f1-score': 0.8841761827079935, 'support': 553.0}, 'SCR': {'precision': 0.5925925925925926, 'recall': 0.10884353741496598, 'f1-score': 0.1839080459770115, 'support': 147.0}, 'accuracy': 0.7971428571428572, 'macro avg': {'precision': 0.6989708876781685, 'recall': 0.5444760182554034, 'f1-score': 0.5340421143425025, 'support': 700.0}, 'weighted avg': {'precision': 0.7606702988278026, 'recall': 0.7971428571428572, 'f1-score': 0.7371198739944873, 'support': 700.0}}","{0: {'No-SCR': 542, 'SCR': 131}, 1: {'No-SCR': 11, 'SCR': 16}}",180
Logistic Regression (L2),10,Bigrama,True,Parcial,0.7957142857142857,"{'Non SCR': {'precision': 0.8059701492537313, 'recall': 0.976491862567812, 'f1-score': 0.8830744071954211, 'support': 553.0}, 'SCR': {'precision': 0.5666666666666667, 'recall': 0.11564625850340136, 'f1-score': 0.192090395480226, 'support': 147.0}, 'accuracy': 0.7957142857142857, 'macro avg': {'precision': 0.6863184079601989, 'recall': 0.5460690605356067, 'f1-score': 0.5375824013378235, 'support': 700.0}, 'weighted avg': {'precision': 0.7557164179104477, 'recall': 0.7957142857142857, 'f1-score': 0.7379677647352302, 'support': 700.0}}","{0: {'No-SCR': 540, 'SCR': 130}, 1: {'No-SCR': 13, 'SCR': 17}}",180
Naive Bayes,10,Bigrama,True,Total,0.79,"{'Non SCR': {'precision': 0.7908309455587392, 'recall': 0.9981916817359855, 'f1-score': 0.882494004796163, 'support': 553.0}, 'SCR': {'precision': 0.5, 'recall': 0.006802721088435374, 'f1-score': 0.013422818791946308, 'support': 147.0}, 'accuracy': 0.79, 'macro avg': {'precision': 0.6454154727793696, 'recall': 0.5024972014122104, 'f1-score': 0.44795841179405466, 'support': 700.0}, 'weighted avg': {'precision': 0.729756446991404, 'recall': 0.79, 'f1-score': 0.6999890557352775, 'support': 700.0}}","{0: {'No-SCR': 552, 'SCR': 146}, 1: {'No-SCR': 1, 'SCR': 1}}",18
SVM,10,Bigrama,True,Total,0.79,"{'Non SCR': {'precision': 0.7908309455587392, 'recall': 0.9981916817359855, 'f1-score': 0.882494004796163, 'support': 553.0}, 'SCR': {'precision': 0.5, 'recall': 0.006802721088435374, 'f1-score': 0.013422818791946308, 'support': 147.0}, 'accuracy': 0.79, 'macro avg': {'precision': 0.6454154727793696, 'recall': 0.5024972014122104, 'f1-score': 0.44795841179405466, 'support': 700.0}, 'weighted avg': {'precision': 0.729756446991404, 'recall': 0.79, 'f1-score': 0.6999890557352775, 'support': 700.0}}","{0: {'No-SCR': 552, 'SCR': 146}, 1: {'No-SCR': 1, 'SCR': 1}}",18
Logistic Regression (L1),10,Bigrama,True,Total,0.79,"{'Non SCR': {'precision': 0.7908309455587392, 'recall': 0.9981916817359855, 'f1-score': 0.882494004796163, 'support': 553.0}, 'SCR': {'precision': 0.5, 'recall': 0.006802721088435374, 'f1-score': 0.013422818791946308, 'support': 147.0}, 'accuracy': 0.79, 'macro avg': {'precision': 0.6454154727793696, 'recall': 0.5024972014122104, 'f1-score': 0.44795841179405466, 'support': 700.0}, 'weighted avg': {'precision': 0.729756446991404, 'recall': 0.79, 'f1-score': 0.6999890557352775, 'support': 700.0}}","{0: {'No-SCR': 552, 'SCR': 146}, 1: {'No-SCR': 1, 'SCR': 1}}",18
Logistic Regression (L2),10,Bigrama,True,Total,0.79,"{'Non SCR': {'precision': 0.7908309455587392, 'recall': 0.9981916817359855, 'f1-score': 0.882494004796163, 'support': 553.0}, 'SCR': {'precision': 0.5, 'recall': 0.006802721088435374, 'f1-score': 0.013422818791946308, 'support': 147.0}, 'accuracy': 0.79, 'macro avg': {'precision': 0.6454154727793696, 'recall': 0.5024972014122104, 'f1-score': 0.44795841179405466, 'support': 700.0}, 'weighted avg': {'precision': 0.729756446991404, 'recall': 0.79, 'f1-score': 0.6999890557352775, 'support': 700.0}}","{0: {'No-SCR': 552, 'SCR': 146}, 1: {'No-SCR': 1, 'SCR': 1}}",18
Naive Bayes,10,Bigrama,False,Nenhuma,0.7971428571428572,"{'Non SCR': {'precision': 0.8071748878923767, 'recall': 0.976491862567812, 'f1-score': 0.88379705400982, 'support': 553.0}, 'SCR': {'precision': 0.5806451612903226, 'recall': 0.12244897959183673, 'f1-score': 0.20224719101123595, 'support': 147.0}, 'accuracy': 0.7971428571428572, 'macro avg': {'precision': 0.6939100245913497, 'recall': 0.5494704210798244, 'f1-score': 0.543022122510528, 'support': 700.0}, 'weighted avg': {'precision': 0.7596036453059453, 'recall': 0.7971428571428572, 'f1-score': 0.7406715827801174, 'support': 700.0}}","{0: {'No-SCR': 540, 'SCR': 129}, 1: {'No-SCR': 13, 'SCR': 18}}",180
SVM,10,Bigrama,False,Nenhuma,0.7814285714285715,"{'Non SCR': {'precision': 0.8039513677811551, 'recall': 0.9566003616636528, 'f1-score': 0.8736581337737407, 'support': 553.0}, 'SCR': {'precision': 0.42857142857142855, 'recall': 0.12244897959183673, 'f1-score': 0.19047619047619047, 'support': 147.0}, 'accuracy': 0.7814285714285715, 'macro avg': {'precision': 0.6162613981762918, 'recall': 0.5395246706277448, 'f1-score': 0.5320671621249655, 'support': 700.0}, 'weighted avg': {'precision': 0.7251215805471125, 'recall': 0.7814285714285715, 'f1-score': 0.7301899256812552, 'support': 700.0}}","{0: {'No-SCR': 529, 'SCR': 129}, 1: {'No-SCR': 24, 'SCR': 18}}",180
Logistic Regression (L1),10,Bigrama,False,Nenhuma,0.8,"{'Non SCR': {'precision': 0.8077496274217586, 'recall': 0.9801084990958409, 'f1-score': 0.8856209150326797, 'support': 553.0}, 'SCR': {'precision': 0.6206896551724138, 'recall': 0.12244897959183673, 'f1-score': 0.20454545454545456, 'support': 147.0}, 'accuracy': 0.8, 'macro avg': {'precision': 0.7142196412970863, 'recall': 0.5512787393438388, 'f1-score': 0.5450831847890671, 'support': 700.0}, 'weighted avg': {'precision': 0.7684670332493962, 'recall': 0.8, 'f1-score': 0.7425950683303625, 'support': 700.0}}","{0: {'No-SCR': 542, 'SCR': 129}, 1: {'No-SCR': 11, 'SCR': 18}}",180
Logistic Regression (L2),10,Bigrama,False,Nenhuma,0.7971428571428572,"{'Non SCR': {'precision': 0.8062593144560357, 'recall': 0.9783001808318263, 'f1-score': 0.8839869281045751, 'support': 553.0}, 'SCR': {'precision': 0.5862068965517241, 'recall': 0.11564625850340136, 'f1-score': 0.19318181818181818, 'support': 147.0}, 'accuracy': 0.7971428571428572, 'macro avg': {'precision': 0.69623310550388, 'recall': 0.5469732196676138, 'f1-score': 0.5385843731431966, 'support': 700.0}, 'weighted avg': {'precision': 0.7600483066961302, 'recall': 0.7971428571428572, 'f1-score': 0.7389178550207962, 'support': 700.0}}","{0: {'No-SCR': 541, 'SCR': 130}, 1: {'No-SCR': 12, 'SCR': 17}}",180
Naive Bayes,10,Bigrama,False,Parcial,0.7971428571428572,"{'Non SCR': {'precision': 0.8071748878923767, 'recall': 0.976491862567812, 'f1-score': 0.88379705400982, 'support': 553.0}, 'SCR': {'precision': 0.5806451612903226, 'recall': 0.12244897959183673, 'f1-score': 0.20224719101123595, 'support': 147.0}, 'accuracy': 0.7971428571428572, 'macro avg': {'precision': 0.6939100245913497, 'recall': 0.5494704210798244, 'f1-score': 0.543022122510528, 'support': 700.0}, 'weighted avg': {'precision': 0.7596036453059453, 'recall': 0.7971428571428572, 'f1-score': 0.7406715827801174, 'support': 700.0}}","{0: {'No-SCR': 540, 'SCR': 129}, 1: {'No-SCR': 13, 'SCR': 18}}",180
SVM,10,Bigrama,False,Parcial,0.7814285714285715,"{'Non SCR': {'precision': 0.8039513677811551, 'recall': 0.9566003616636528, 'f1-score': 0.8736581337737407, 'support': 553.0}, 'SCR': {'precision': 0.42857142857142855, 'recall': 0.12244897959183673, 'f1-score': 0.19047619047619047, 'support': 147.0}, 'accuracy': 0.7814285714285715, 'macro avg': {'precision': 0.6162613981762918, 'recall': 0.5395246706277448, 'f1-score': 0.5320671621249655, 'support': 700.0}, 'weighted avg': {'precision': 0.7251215805471125, 'recall': 0.7814285714285715, 'f1-score': 0.7301899256812552, 'support': 700.0}}","{0: {'No-SCR': 529, 'SCR': 129}, 1: {'No-SCR': 24, 'SCR': 18}}",180
Logistic Regression (L1),10,Bigrama,False,Parcial,0.8,"{'Non SCR': {'precision': 0.8077496274217586, 'recall': 0.9801084990958409, 'f1-score': 0.8856209150326797, 'support': 553.0}, 'SCR': {'precision': 0.6206896551724138, 'recall': 0.12244897959183673, 'f1-score': 0.20454545454545456, 'support': 147.0}, 'accuracy': 0.8, 'macro avg': {'precision': 0.7142196412970863, 'recall': 0.5512787393438388, 'f1-score': 0.5450831847890671, 'support': 700.0}, 'weighted avg': {'precision': 0.7684670332493962, 'recall': 0.8, 'f1-score': 0.7425950683303625, 'support': 700.0}}","{0: {'No-SCR': 542, 'SCR': 129}, 1: {'No-SCR': 11, 'SCR': 18}}",180
Logistic Regression (L2),10,Bigrama,False,Parcial,0.7971428571428572,"{'Non SCR': {'precision': 0.8062593144560357, 'recall': 0.9783001808318263, 'f1-score': 0.8839869281045751, 'support': 553.0}, 'SCR': {'precision': 0.5862068965517241, 'recall': 0.11564625850340136, 'f1-score': 0.19318181818181818, 'support': 147.0}, 'accuracy': 0.7971428571428572, 'macro avg': {'precision': 0.69623310550388, 'recall': 0.5469732196676138, 'f1-score': 0.5385843731431966, 'support': 700.0}, 'weighted avg': {'precision': 0.7600483066961302, 'recall': 0.7971428571428572, 'f1-score': 0.7389178550207962, 'support': 700.0}}","{0: {'No-SCR': 541, 'SCR': 130}, 1: {'No-SCR': 12, 'SCR': 17}}",180
Naive Bayes,10,Bigrama,False,Total,0.79,"{'Non SCR': {'precision': 0.7908309455587392, 'recall': 0.9981916817359855, 'f1-score': 0.882494004796163, 'support': 553.0}, 'SCR': {'precision': 0.5, 'recall': 0.006802721088435374, 'f1-score': 0.013422818791946308, 'support': 147.0}, 'accuracy': 0.79, 'macro avg': {'precision': 0.6454154727793696, 'recall': 0.5024972014122104, 'f1-score': 0.44795841179405466, 'support': 700.0}, 'weighted avg': {'precision': 0.729756446991404, 'recall': 0.79, 'f1-score': 0.6999890557352775, 'support': 700.0}}","{0: {'No-SCR': 552, 'SCR': 146}, 1: {'No-SCR': 1, 'SCR': 1}}",18
SVM,10,Bigrama,False,Total,0.79,"{'Non SCR': {'precision': 0.7908309455587392, 'recall': 0.9981916817359855, 'f1-score': 0.882494004796163, 'support': 553.0}, 'SCR': {'precision': 0.5, 'recall': 0.006802721088435374, 'f1-score': 0.013422818791946308, 'support': 147.0}, 'accuracy': 0.79, 'macro avg': {'precision': 0.6454154727793696, 'recall': 0.5024972014122104, 'f1-score': 0.44795841179405466, 'support': 700.0}, 'weighted avg': {'precision': 0.729756446991404, 'recall': 0.79, 'f1-score': 0.6999890557352775, 'support': 700.0}}","{0: {'No-SCR': 552, 'SCR': 146}, 1: {'No-SCR': 1, 'SCR': 1}}",18
