S.#,Sentence,Label
2381,Hdekek,Non SCR
2382,Very useful,Non SCR
2383,Cool,Non SCR
2384,This app is very amazing,Non SCR
2385,Find,Non SCR
2386,Awe,Non SCR
2387,Contact list not displayed,SCR
2388,WhatsApp has been around for years and still one of the most popular for messaging and free calls. ,Non SCR
2389,But since Facebook acquired the company it had become pure data collecting and studying you and your contacts. ,SCR
2390,Has started suffering from server crashes. ,Non SCR
2391,"You can activate to make chats secure but it is not really secure as they clain, so I highly recommend you give telegram a go, 
as it uses one of the most secure technology and they do not data collect",SCR
2392,Vedio call bad,SCR
2393,U might want to check yr system. ,Non SCR
2394,For abt 3 weeks there is a problem with the sharing of location. ,SCR
2395,I cant see when my friends share their location in a group whqtsapp. ,SCR
2396,I hope u can fix it.,Non SCR
2397,It is a very good app with advanced voice and video call feature I have been using it from last 3 years and I have a great experience.,Non SCR
2398,Not let me add people,SCR
2399,"While uploading videos on status, there are some errors took place.",SCR
2400,Google play is broken? ,Non SCR
2401,Cannot get to app list anymore. ,Non SCR
2402,May as well use my phones app browser if I have to search specific apps for updates...,Non SCR
2403,They deactivated my balance after some time and button to reactivate it is missing. ,SCR
2404,Poor support and no way to communicate with someone for help. ,SCR
2405,Nice trash app in 2021 when there are so many other similar or much better apps to communicate without this many issues,Non SCR
2406,Good connection and integration. ,Non SCR
2407,Needs to search contacts for Skype identity.,Non SCR
2408,Informative,Non SCR
2409,This app is not working! ,Non SCR
2410,All my games will Not work! ,Non SCR
2411,Also Gmail is not working. ,Non SCR
2412,"A lot of apps off google are NOT working! I do not have computer, just my phone. ",Non SCR
2413,Thank you. ,Non SCR
2414,"Busy busy. Still waiting, 3/23/2021 Still waiting to even check my e-mails. ",SCR
2415,Gmail and yahoo. What is taking so long?,Non SCR
2416,Exceptional app,Non SCR
2417,Amount of ads is unbearable. ,SCR
2418,"Weather forecast isn't accurate to begin with, then they want people to pay for an extended forecast (that changes by the hour). ",SCR
2419,Ads will load no matter how bad the your cell reception is but actual weather forecast will not. ,SCR
2420,The Weather channel used to be the staple for national weather forecast. ,SCR
2421,Now it's a greedy money hungry joke that should be canceled.,Non SCR
2422,???ç,Non SCR
2423,Good,Non SCR
2424,When I call a group meeting or anyone call a group meeting I can't see my video itself then how do I know isy camera is right or not. ,SCR
2425,Then in middle of the call others can't hear my voice others can't hear me when I cut the and come also. ,SCR
2426,I need to go to another call to others hear me. ,Non SCR
2427,But it's good for calls,Non SCR
2428,Good,Non SCR
2429,Super accurate location! ,Non SCR
2430,Installed and opened and it displayed my house number! ,Non SCR
2431,Is accurate at the moment and nice layout. ,Non SCR
2432,Will update review after a week or so of monitoring. ,Non SCR
2433,**Edit to review** One thing I'd love to see fixed is the vertical column graph on the main screen. ,Non SCR
2434,The bars go up & down & do not relate to the temps they show. ,Non SCR
2435,"I'd like to see ""at a glance"" if temps are rising / falling over coming days. ",SCR
2436,This graph takes up a lot of screen space & is of no use whatsoever! Fix = 5 stars!!,SCR
2437,"I liked this app because it is very easy and comfortable app to attend meetings , classes , etc for students. ",Non SCR
2438,But one problem arised regularly that poor video quality . ,SCR
2439,I hope that video quality and also sound quality will be improved by this app developer.,Non SCR
2440, Except this all is very well.,Non SCR
2441,"It gives me more than one option and it's neatly organized and it's allows you to do more then one city, state, town ,county and 
if you're not sure about this app it should have more information about it when you download the app from any app store or Google play",Non SCR
2442,"The recent update has broken the widget, it is completely blank. ",Non SCR
2443,"I have cleared cache, data & uninstalled, but it's still not working. ",SCR
2444,"The widget is the best part of the app, it gives a superior accuracy report for the day ahead, please fix this. ",Non SCR
2445,"Still not fixed, uninstalled. ",Non SCR
2446,"I keep installing after a few weeks hoping this problem is fixed, & it's not, I used to love this app.",Non SCR
2447,Nice app ???ç????????,Non SCR
2448,Why can't someone with a family link account connect their games via Google play games? ,SCR
2449,Please fix this issue because my kids would like to play their games again and I don't want to uninstall family link. ,Non SCR
2450,I don't understand why two Google apps can't link together?,SCR
2451,If I could give it 0 stars I would. ,Non SCR
2452,I often get messages 4 hours after they were originally sent. ,SCR
2453,This is frustrating and needs to be fixed. ,Non SCR
2454,"EDIT: Now everytime I try to go to my emoticons, the app glitches and I cant type or do anything on the app and I end up having to restart it. ",Non SCR
2455,I really hope they fix the glitches.,Non SCR
2456,"I had an issue with GPG freezing games, turned out to be a wifi issue on my OP 7 pro.",SCR
2457,"An Affront to UX, and Microsoft needs to sue Google for hamstringing API access & app usability for competitors. ",SCR
2458,Skype is unreliable garbage. ,Non SCR
2459,"It never rings when it should, calls randomly switch between speaker and Bluetooth and back, it randomly puts your phone to sleep or ends the call.",SCR
2460,It's been months since it's working badly on the phone. ,Non SCR
2461,"Blocks a lot, cannot use emoticons now. ",Non SCR
2462,I just hoped it will solve.,SCR
2463,It is very very slow can the touch response is the worst,SCR
2464,The app is fantastic ???ç????????????,Non SCR
2465,"I didn't like the UI, could be more simple",Non SCR
2466,No ad Version requires Annual Subscription with AUTOMATIC RENEWAL. ,Non SCR
2467,I HATE Automatic renewals! ,Non SCR
2468,Give an OPTION to do MANUAL renewals for a MONTHLY rate or one time App Purchase and I'll GLADLY BUY THIS APP !,SCR
2469,Spoiler alert!!! ,Non SCR
2470,Now they want like $5 a person per month for Weather!!! 4-14-2021. ,Non SCR
2471,New improved version or what!? Its a weather channel!! ,Non SCR
2472,For a buck (resist) times how many subscribers? $$$$$$$. ,SCR
2473,For 4 or 5 bucks!!!,Non SCR
2474, Cancel!!! ,Non SCR
2475,I have free weather on my phone!!! ,Non SCR
2476,You can go online for FREEE to any weather station!!!! ,Non SCR
2477,Unsubscribed and uninstalled!!!!!,Non SCR
2478,Nice app. ,Non SCR
2479,Helps me join meetings . ,Non SCR
2480,But there are some bugs that need to fixed. ,Non SCR
2481,After we select the id we need to join it takes a great deal of time to connect us to the meeting. ,Non SCR
2482,Some times it does not connect to the meeting while there is full network connection. ,Non SCR
2483,Get these bugs fixed and the app is wow ! ,Non SCR
2484,???è,Non SCR
2485,Kepps you looking,Non SCR
2486,"Sick of adds, poor quality radar images, cluttered layout, often freezes or won't load. ",SCR
2487,Good for connections with old friends. ,Non SCR
2488,"However, group video call is a nightmare experience. ",Non SCR
2489,"All freezes, it is taking 1 minute to mute/u mute microphone....",SCR
2490,It helps,Non SCR
2491,"Why the chat heads is removed, no way to know if the messages sent were seen. ",SCR
2492,Please improve.,Non SCR
2493,Its not working.,Non SCR
2494,It constantly cuts out. ,Non SCR
2495,Sound quality is sometimes like talking underwater. ,SCR
2496,There is another much better now on the market I think that SKYPE is tinkering around with the product too much.,Non SCR
2497,I would given 5 if these problem would be clear 1st problem hand raising option is not in the application. ,SCR
2498,2nd problem continuously how was the audio and video system was coming.,SCR
2499, I have Samsung Galaxy Tab A 7 I have read all of your instructions but still I don't have hand raising option,Non SCR
2500,It dosen work,Non SCR
2501,Nice,Non SCR
2502,I hate to give apps negative reviews but this is dissapointing. ,Non SCR
2503,For some reason I can't message on Skype anymore which really sucks because I use Skype messaging a lot. ,Non SCR
2504,When I press the message button it doesn't do anything or sometimes I just can't type at all. ,SCR
2505,Force stopping the app didn't change anything. ,SCR
2506,Other than that it is a really good app but until this is fixed I am keeping this 1 star review.,Non SCR
2507, I may try uninstalling and reinstalling the app but I am still pretty dissapionted with this.,Non SCR
2508,Not working for me.,Non SCR
2509,Audio needs to be better like the rest of the usage on my phone. ,SCR
2510,Like what app audio is great.,Non SCR
2511,as,Non SCR
2512,"All about money and some whipper snapper ""look what I can do"" coder/salesman. ",Non SCR
2513,Name one app that has outlasted the sales cycle and I'll eat my hat.,Non SCR
2514,"Always shows wrong wind speed and rainfall in my area, Rockaway Park NY, so badly.",SCR
2515,The app is always saying not connected to the internet every time i try to sign in. ,Non SCR
2516,I had cleard data of app and used all other things that generally would do to start an app but its not supporting. ,SCR
2517,I hope you look into it!,Non SCR
2518,"Great App, worked very well. ",Non SCR
2519,Reception was clear.,Non SCR
2520,Freezes,Non SCR
2521,It's a decent enough app. ,Non SCR
2522,"But for whatever reason, it won't let me add a new location. ",SCR
2523,"I've tried repeatedly, but the app still doesn't let me add a different city. ",SCR
2524,"Otherwise, I'd given this app a 5 star rating.",Non SCR
2525,It is a nice app but we are not able to chat with each other if we have any type of doubt. ,SCR
2526,So please I hope so this will be introduced in the next update. ,Non SCR
2527,Thank You.,Non SCR
2528,This is a great tool in my box. ,Non SCR
2529,It is accurate and informative. ,Non SCR
2530,The complete predictive information helps me schedule my day. ,Non SCR
2531,Especially the hour by hour snapshot.,Non SCR
2532,sucks ????,Non SCR
2533,Good,Non SCR
2534,Has some good features. ,Non SCR
2535,Does pretty good at letting me know what time it'll rain or snow. ,Non SCR
2536,Ads are annoying. Worst part is how SLOW it is to load. ,SCR
2537,Sometimes don't even wait for it to finish & go to my other weather app that's just as accurate.,Non SCR
2538,"Ads, ads, and more ads!!! ",Non SCR
2539,"The straw, a big red blinking ""weather alert"" box that when you clicked on it was an ad!!!",Non SCR
2540,The constant and never ending commercials that can't be closed are annoying.,SCR
2541,Useless app THIS APP IS. ,Non SCR
2542,????????????????????,Non SCR
2543,Doesnt update,Non SCR
2544,"It's ok,the ads are a bore,but I just ignore them. ",Non SCR
2545,"?ú30 a year for this service is far too expensive, ?ú15 would be more appropriate.",Non SCR
2546,Nice,Non SCR
2547,I like this weather app because it give the real update in every hour thanks the creator,Non SCR
2548,Used this app for years to communicate with my mother over seas. ,Non SCR
